label,0,1,2,3,4,5,6,7,8,9,rank_percentage
Mobile Medical Team (MMT) Project Manager,Ground Handling MainA_PHONENUMBERance Manager,Executive Assistant,Customer Relationship Analyst Associate,Fr8 Forwarding Coordinator,Inspection Reform Expert,Test Theory Specialist of the TASS Test,Equipment Manager Controller,VAS Ne2rk Operations Engineer,Design Engineer,Finance Analyst,0.5868866283666263
Project Officer,Quality Control Operator,HR Director,Human Resources and Administrative Manager,News ConA_PHONENUMBERt Manager,Technical Writer (Native English Language Capable Writer),"Head of Banking System Development Research, Banking Methodology",Healthcare and Social Programs Assistant,Head of Agents' Ne2rk Unit,Kapan Branch Manager,Marketing Manager,0.9038633848099932
Intern,Quality Control Operator,HR Director,Regional Retail Executive,Architect Designer,Chief Accountant,Commercial Customers Service Division Head,Installation Supervisor,National Assistant Finance Officer,Senior Analyst on Mobile Ne2rk Troubleshooting,Intern for UN Resident Coordinator Office,0.682970537079007
Game Developer Specialist,Product and Tour Manager,VAS Ne2rk Operations Engineer,Fr8 Forwarding Coordinator,English Language Courses,HR Administrative Manager,Scriptwriters,Administrative Assistant,Team Lead Web Application Development and Design,National Finance Officer,"Senior Software Engineer, I",0.4886417540715754
Executive Director,Accountant,Finance Director,Assistant Translator Interpreter,Java Developer,Regulatory Affairs & Medical Manager,Software Engineer,Analyst Financial System Stability and Development Department,Software Architect Team Lead,Application Manager,Voter Registration Assistant,0.45164180677805305
Corporate Director,Head of Economic Planning and Analysis Unit,HR Director,Credit Specialist,Quality Control Operator,IT Specialist (Implementation and Support of Large Scale,Senior Software Engineers Java,Regional Retail Executive,Senior Loan Credit Provider Monitoring Specialist,Community Development Specialist,Programme Officer,0.37347810045854635
IT Teacher (full time),Support Engineer,Embedded Linux BSP Engineer,Site MainA_PHONENUMBERance Unit Manager,Finance Director Chief Accountant,Engineer Sales Manager,Native Near Native English Teacher,Executive Assistant,Sales Representative Armenia,International Relations Manager Accountant,IT Billing Engineer,0.8435144679281084
"Marketing Specialist, Commodity Export",Secretary Translator,Audiovisual Technician,Web Designer,Driver,Assistant to Director of Sales,Branch Accountant,Executive Assistant,Sales Representative Armenia,International Relations Manager Accountant,IT Billing Engineer,0.8318136298951141
"Assistant to Director, Translator Interpreter",Fr8 Forwarding Coordinator,Procurement Specialist,English Language Courses,Chief of Party,Driver,Chief Accountant,IT Specialist,VAS Ne2rk Operations Engineer,Gender Policy Programme Officer,Regional Retail Executive,0.2984767827966057
IT Specialist (full time),"Head of Fraud Prevention and Monitoring Unit, Card Operations",Medical Representative,Procurement Specialist,Armenia Country Director,Economist Engineer,Medical Representative,Technical Writer,Credit Specialist in Administration of Underwriting of Consumer,Section Manager,SME Credit Officer,0.2990565540504928
NGO Training on the Framework Convention for the Protection of,Head of Internal Audit,Senior Research and Development Engineer,Senior Financial Advisor,Controller,Salesperson Cashier,"Senior Chief Lawyer, Contracts Division",Designer,Shirak Airport Security Inspector,Lawyer,"Data Administrator 1 IT Division, Financial Monitoring Center",0.22637432140410058
Human Rights Award,Inspection Reform Expert,ICT Specialist,Assistant Translator Interpreter,Software Engineer,Interior Designer,Finance Director,Sales Consultant,Administrative Assistant,Grants Manager,Computer and Information Science (CIS) Program Coordinator,0.8216412797132767
Accountant Financial Officer,HR Director,Quality Control Operator,Database Development Team Leader Fraud and Revenue Assurance,Translator Interpreter,Senior Designer Art Director,Human Resources and Administrative Manager,iPh1 Application Developer,Manager Assistant,Commercial Representative,"Head of Banking System Development Research, Banking Methodology",0.8076213566647341
"Community Development, Capacity Building and Conflict",Manager Assistant,Regional Retail Executive,IT Specialist (Implementation and Support of Large Scale,Installation Supervisor,Software Developer (Medical Imaging),Senior Software Engineers Java,Commercial Customers Service Division Head,Fr8 Forwarding Coordinator,Armenia Country Director,Economist Engineer,0.43077004163811733
Web Designer,Quality Control Operator,Senior Software Engineer,HR Director,Programmer,Salesperson Cashier,Project Coordinator for Promoting Equal Rights and Equal,Advertising Sales Agent,System Administrator,Loan Specialist,National Consultant in Planted Forest Management,0.2558372423970906
Global Supplementary Grant Program,"Senior Chief Lawyer, Contracts Division",Educational Programs Intern,Brand Manager,"Project Manager for Project ""Improvement of the Water Supply and",Assistant Lawyer,Public Relations Assistant,Lawyer,Credit Officer,Web Developer,Support System Administrator,0.705581615980604
Small Grants Pilot Projects on Human Rights Education,Sales Manager,Product and Tour Manager,Procurement Specialist,Finance and Administration Director,Lawyer,Fr8 Forwarding Coordinator,Operations Manager,Inspection Reform Expert,Sales Specialist,Finance Assistant Intern,0.5185263268855742
Administrative and Programmatic Intern,Product and Tour Manager,"Head of Fraud Prevention and Monitoring Unit, Card Operations",IT Specialist,Fr8 Forwarding Coordinator,Chief Accountant,English Language Courses,Finance and Administration Director,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,0.7177568123122332
Financial Manager,Head of Internal Audit,Head of Marketing and Sales Department,Medical Officer,Test Theory Specialist of the TASS Test,Assistant Translator Interpreter,Project Assistant for Developing the Protected Area System of,Electricity Engineer,English Language Courses,WTM Credit Facility Assistant,Assistant Secretary to the Marketing Manager,0.6795973225109366
Administrative and Programmatic Intern,Dispatcher,IT Specialist,Programmer Analyst,Quality Supervisor,Mobile iOS Developer,Tourism Project Manager,Driver Office Assistant,Nurses,English Language Interpreter Translator,Accountant,0.7311442576292626
Finance Assistant Accountant,"Head of Fraud Prevention and Monitoring Unit, Card Operations",VAS Ne2rk Operations Engineer,Medical Representative,"Head of Payment Cards, ATM and POS Terminals Operations",Application Manager,IT Specialist,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,0.8451483687345175
Engineer Supervisor for the Global Fund Project,Individual Credit Officer,Accountant,Senior Testing Engineer Senior Automated Testing Engineer,"Leading Specialist, Legal Department",Gender Policy Programme Officer,Sales and Import Manager for Kitchen Equipment,Finance Manager,Quality Control Operator,Fraud and Revenue Assurance Analyst Database Developer,"Cashier, Gyumri Branch",0.14346703209824488
Project Development Officer,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,Head of Sales Specialists Division,Project Coordinator,Senior SW Integration Engineer,0.20133874453170295
Project Deputy Director,Agronomist,PHP Developer,Manager Assistant,Head of Internal Audit,Finance Analyst,Individual Manager,Database Programmer,Apprentice (Intern) Web Developer,QA Automation Engineer,Marketing Manager,0.06593580351025141
Sales & Marketing Specialist,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,Head of Sales Specialists Division,Project Coordinator,Senior SW Integration Engineer,0.3418015074052601
Loan Promoter,Deputy Director for Operations,Project Manager,Accountant,Marketing Manager,Lawyer,Credit Officer,Web Developer,"Senior Chief Lawyer, Contracts Division",Android Developer,Analyst,0.9519843988826227
Executive Assistant (part time),Assistant Secretary to the Regional Manager,Finance Assistant Intern,HR Administrative Manager,Assistant Translator Interpreter,Program Budgeting Trainer,Ground Handling MainA_PHONENUMBERance Manager,Product and Tour Manager,Procurement Specialist,Electricity Engineer,Fr8 Forwarding Coordinator,0.7512254256048069
Senior Database Administrator,Accountant,Native Near Native English Teacher,Assistant to Chief Accountant,Database Development Team Leader Fraud and Revenue Assurance,Branch Accountant,Senior System Administrator,Web Designer,Java Developer,Human Resources and Administrative Manager,Civil Engineer,0.833342117746271
International Banking and Financial Sector Expert,Programmer,Exams Assistant,Website Designer,Procurement Manager,Monitor for Trial Monitoring Project,iPh1 Application Developer,Cashier,Local Expert for Higher Education and e Learning,Coordinating Controller of the Delivery Department,Junior QA Engineer,0.5455647499077637
Privatization Expert,Analyst Financial System Stability and Development Department,Software Architect Team Lead,Software Engineer,Application Manager,Senior Accountant,Salesman Trade agent,CEDC Social Worker in Special Institution,Call for papers,Staff Accountant,"Engineer, IT & CM Department",0.3371106308965372
Pensions and Social Insurance Expert,IT Specialist,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,Head of Sales Specialists Division,Project Coordinator,0.6724292415537869
Country Director,HR Administrative Manager,Product and Tour Manager,Assistant Translator Interpreter,Head of Marketing and Sales Department,English Language Courses,WTM Credit Facility Assistant,Ground Handling MainA_PHONENUMBERance Manager,Procurement Specialist,Head of Internal Audit,Trade Finance and Guarantee Department Specialist,0.6446002213672061
Leather and Textile Industry Expert,Delinquent Credits Collection Agent,Database Administrator,Senior System Administrator,Software Engineer,Communication Specialist,Journalist,Administrative Assitant,SAS Programmer,Telecom Technical Installer,iPh1 Application Developer,0.8488378221683445
Armenian Language & Cross Cultural Facilitator (LCF) (short,.Net C# C++ Software Developer,English Language Courses,Medical Officer,Health Analyst,Database Administrator,Leading Specialist in Internatioonal Business Division,Operations Manager,Project Coordinator,Logistic Procurement Assistant,Receptionist Administrative Assistant,0.43351077847467456
Environmental Education (EE) Technical Coordinator (short,HR Administrative Manager,Merchandiser,Deputy Chief Accountant,Sales Manager,C C++ Software Developer,Brand Manager,Analyst Financial System Stability and Development Department,Software Architect Team Lead,Medical Representative in Gyumri,HTML & CSS FronA_PHONENUMBERd Developer Freelancer,0.17530174458440942
